timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-08-17 04:00:00,301.13000000,301.13000000,301.13000000,301.13000000,0.42643000,1502942459999,128.41086590,2,0.42643000,128.41086590,46530.51064628
2017-08-17 04:01:00,301.13000000,301.13000000,301.13000000,301.13000000,2.75787000,1502942519999,830.47739310,4,2.75787000,830.47739310,46530.51064628
2017-08-17 04:02:00,300.00000000,300.00000000,300.00000000,300.00000000,0.09930000,1502942579999,29.79000000,2,0.09930000,29.79000000,46530.51064628
2017-08-17 04:03:00,300.00000000,300.00000000,300.00000000,300.00000000,0.31389000,1502942639999,94.16700000,3,0.00000000,0.00000000,46530.51064628
2017-08-17 04:04:00,301.13000000,301.13000000,301.13000000,301.13000000,0.23202000,1502942699999,69.86818260,1,0.23202000,69.86818260,46530.96364628
2017-08-17 04:05:00,300.00000000,301.13000000,300.00000000,301.13000000,0.75705000,1502942759999,227.40625750,4,0.75705000,227.40625750,46524.61364628
2017-08-17 04:06:00,300.10000000,300.10000000,300.10000000,300.10000000,0.90018000,1502942819999,270.14401800,4,0.90018000,270.14401800,46579.99027495
2017-08-17 04:07:00,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000,1502942879999,0.00000000,0,0.00000000,0.00000000,46579.99027495
2017-08-17 04:08:00,300.10000000,300.10000000,298.00000000,298.00000000,0.31493000,1502942939999,94.50238700,2,0.31107000,93.35210700,46580.76027495
2017-08-17 04:09:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502942999999,0.00000000,0,0.00000000,0.00000000,46577.43872919
2017-08-17 04:10:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502943059999,0.00000000,0,0.00000000,0.00000000,46577.53869288
2017-08-17 04:11:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502943119999,0.00000000,0,0.00000000,0.00000000,46497.53869288
2017-08-17 04:12:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502943179999,0.00000000,0,0.00000000,0.00000000,46529.23430811
2017-08-17 04:13:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502943239999,0.00000000,0,0.00000000,0.00000000,46528.28361143
2017-08-17 04:14:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502943299999,0.00000000,0,0.00000000,0.00000000,46528.28361143
2017-08-17 04:15:00,298.00000000,298.00000000,298.00000000,298.00000000,9.59614000,1502943359999,2859.64972000,1,0.00000000,0.00000000,46528.28361143
2017-08-17 04:16:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502943419999,0.00000000,0,0.00000000,0.00000000,46527.24509652
2017-08-17 04:17:00,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000,1502943479999,0.00000000,0,0.00000000,0.00000000,46522.61258632
2017-08-17 04:18:00,298.00000000,298.00000000,298.00000000,298.00000000,2.91114000,1502943539999,867.51972000,1,2.91114000,867.51972000,46513.08632911
2017-08-17 04:19:00,299.05000000,299.05000000,299.05000000,299.05000000,0.37758000,1502943599999,112.91529900,2,0.37758000,112.91529900,46513.08632911
2017-08-17 04:20:00,299.05000000,299.05000000,299.05000000,299.05000000,0.17585000,1502943659999,52.58794250,3,0.17585000,52.58794250,46519.34809192
2017-08-17 04:21:00,299.05000000,300.10000000,299.05000000,300.10000000,6.40719000,1502943719999,1918.11303900,5,0.33803000,101.28605900,46519.34809192
2017-08-17 04:22:00,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000,1502943779999,0.00000000,0,0.00000000,0.00000000,46582.70545123
2017-08-17 04:23:00,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000,1502943839999,0.00000000,0,0.00000000,0.00000000,46582.70545123
2017-08-17 04:24:00,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000,1502943899999,0.00000000,0,0.00000000,0.00000000,46692.98510062
2017-08-17 04:25:00,299.40000000,299.40000000,299.40000000,299.40000000,0.54316000,1502943959999,162.62210400,4,0.54316000,162.62210400,46692.98510062
2017-08-17 04:26:00,299.40000000,300.80000000,299.40000000,300.80000000,4.77061000,1502944019999,1429.87796600,6,1.11238000,334.60390400,46692.98510062
2017-08-17 04:27:00,299.39000000,299.39000000,299.39000000,299.39000000,0.08994000,1502944079999,26.92713660,1,0.08994000,26.92713660,46513.31910062
2017-08-17 04:28:00,299.39000000,299.39000000,299.39000000,299.39000000,0.05886000,1502944139999,17.62209540,1,0.05886000,17.62209540,46537.34388321
2017-08-17 04:29:00,299.39000000,299.39000000,299.39000000,299.39000000,6.51018000,1502944199999,1949.08279020,2,6.51018000,1949.08279020,46537.34388321
2017-08-17 04:30:00,299.39000000,299.39000000,299.39000000,299.39000000,0.48600000,1502944259999,145.50354000,3,0.48600000,145.50354000,46585.67976285
2017-08-17 04:31:00,299.39000000,299.39000000,299.39000000,299.39000000,0.00000000,1502944319999,0.00000000,0,0.00000000,0.00000000,46585.67976285
2017-08-17 04:32:00,299.39000000,299.39000000,299.39000000,299.39000000,17.93696000,1502944379999,5370.14645440,5,17.93696000,5370.14645440,46627.99392844
2017-08-17 04:33:00,299.39000000,299.39000000,299.39000000,299.39000000,1.95841000,1502944439999,586.32836990,3,1.95841000,586.32836990,46617.50392844
2017-08-17 04:34:00,299.39000000,299.39000000,299.39000000,299.39000000,0.40960000,1502944499999,122.63014400,3,0.40960000,122.63014400,46621.40392844
2017-08-17 04:35:00,299.39000000,299.39000000,299.39000000,299.39000000,24.55420000,1502944559999,7351.28193800,2,0.00000000,0.00000000,46613.60292844
2017-08-17 04:36:00,300.79000000,300.79000000,300.79000000,300.79000000,0.86993000,1502944619999,261.66624470,2,0.86993000,261.66624470,46670.17592844
2017-08-17 04:37:00,299.60000000,299.60000000,299.60000000,299.60000000,0.90661000,1502944679999,271.62035600,2,0.90661000,271.62035600,46670.17592844
2017-08-17 04:38:00,299.60000000,299.60000000,299.60000000,299.60000000,0.00000000,1502944739999,0.00000000,0,0.00000000,0.00000000,46720.17092844
2017-08-17 04:39:00,299.60000000,299.60000000,299.60000000,299.60000000,1.26188000,1502944799999,378.05924800,2,1.26188000,378.05924800,46720.17092844
2017-08-17 04:40:00,299.60000000,299.60000000,299.60000000,299.60000000,0.70683000,1502944859999,211.76626800,2,0.70683000,211.76626800,46720.17092844
2017-08-17 04:41:00,299.60000000,299.60000000,299.60000000,299.60000000,2.53734000,1502944919999,760.18706400,5,2.53734000,760.18706400,46692.03074667
2017-08-17 04:42:00,299.60000000,299.60000000,299.60000000,299.60000000,0.55225000,1502944979999,165.45410000,4,0.55225000,165.45410000,46692.03074667
