STATION,STATION ID,IMPERIAL,METRIC
"ELIZABETH CITY 7.7 SSW, NC US",GHCND:US1NCPS0034,0,0
"ELIZABETH CITY COAST GUARD AIR STATION, NC US",GHCND:USW00013786,0,0
"ELIZABETHTON, TN US",GHCND:USC00402806,0,0
"ELIZABETHTOWN 6.2 NW, NC US",GHCND:US1NCBD0002,0,0
"ELKIN, NC US",GHCND:USC00312740,0,0
"ELKINS RANDOLPH CO AIRPORT, WV US",GHCND:USW00013729,0,0
"ELKTON 1.1 NNW, MD US",GHCND:US1MDCC0020,0,0
"ELLENDALE 3.4 ENE, DE US",GHCND:US1DESS0048,0,0
"ELLSWORTH 4.5 N, ME US",GHCND:US1MEHN0020,0,0
"ELLSWORTH 7.4 NW, ME US",GHCND:US1MEHN0007,0,0
"ELLSWORTH 8.2 NNW, ME US",GHCND:US1MEHN0017,0,0
"ELM CITY 7.1 ESE, NC US",GHCND:US1NCWN0015,0,0
"ELMIRA 1.2 WNW, NY US",GHCND:US1NYCM0021,0,0
"ELMIRA, NY US",GHCND:USC00302610,0,0
"ELYRIA 0.4 SE, OH US",GHCND:US1OHLR0008,0,0
"EMERALD ISLE 2.1 E, NC US",GHCND:US1NCCR0106,0,0
"EMERALD ISLE 2.3 WSW, NC US",GHCND:US1NCCR0049,0,0
"EMMITSBURG 2 SE, MD US",GHCND:USC00182906,0,0
"EMSWORTH L D OHIO RIVER, PA US",GHCND:USC00362574,0,0
"ENOREE 1.9 WSW, SC US",GHCND:US1SCLR0036,0,0
"ENOSBURG FALLS 2, VT US",GHCND:USC00432773,0,0
"ERIE INTERNATIONAL AIRPORT, PA US",GHCND:USW00014860,0,0
"ESTELL MANOR, NJ US",GHCND:USC00282805,0,0
"EVERETT, PA US",GHCND:USC00362721,0,0
"EVERGREEN 3.3 NE, NC US",GHCND:US1NCCL0021,0,0
"EWING TWP 0.8 ESE, NJ US",GHCND:US1NJMC0017,0,0
"EXTON 2.1 SE, PA US",GHCND:US1PACH0049,0,0
"FAIRFAX 1.0 N, VA US",GHCND:US1VAFXC001,0,0
"FAIRFAX 4.9 WNW, VT US",GHCND:US1VTFR0021,0,0
"FAIRFIELD 1.5 NE, CT US",GHCND:US1CTFR0060,0,0
"FAIRLAWN 1.8 WNW, VA US",GHCND:US1VAPL0013,0,0
"FAIRMONT, WV US",GHCND:USC00462920,0,0
"FALMOUTH 3.0 E, MA US",GHCND:US1MABA0003,0,0
"FALMOUTH 3.1 NNW, MA US",GHCND:US1MABA0002,0,0
"FALMOUTH 5.4 NNE, MA US",GHCND:US1MABA0050,0,0
"FALMOUTH 5.7 N, MA US",GHCND:US1MABA0057,0,0
"FARMINGTON 4.8 NNW, ME US",GHCND:US1MEFR0022,0,0
"FARMINGTON, ME US",GHCND:USC00172765,0,0
"FARMVILLE 3.1 NW, NC US",GHCND:US1NCPT0047,0,0
"FAYETTEVILLE 1.6 WSW, NC US",GHCND:US1NCCM0008,0,0
"FAYETTEVILLE 11.4 SSE, NC US",GHCND:US1NCCM0092,0,0
"FAYETTEVILLE 2.4 S, NC US",GHCND:US1NCCM0001,0,0
"FAYETTEVILLE 2.5 ESE, NC US",GHCND:US1NCCM0096,0,0
"FAYETTEVILLE 2.5 NNE, NC US",GHCND:US1NCCM0087,0,0
"FAYETTEVILLE 2.5 WSW, NC US",GHCND:US1NCCM0101,0,0
"FAYETTEVILLE 3.0 WSW, NC US",GHCND:US1NCCM0103,0,0
"FAYETTEVILLE 4.4 SW, NC US",GHCND:US1NCCM0005,0,0
"FAYETTEVILLE 5.1 WNW, NC US",GHCND:US1NCCM0021,0,0
"FAYETTEVILLE 6.3 WNW, NC US",GHCND:US1NCCM0091,0,0
"FAYETTEVILLE 6.9 SW, NC US",GHCND:US1NCCM0011,0,0
"FEDSCREEK 1 SE, KY US",GHCND:USC00152812,0,0
"FERGUS SHAND DAM, CA",GHCND:CA006142400,0,0
"FINLEYVILLE 0.9 NNW, PA US",GHCND:US1PAWS0029,0,0
"FISHERS ISLAND 0.5 NE, NY US",GHCND:US1NYSF0114,0,0
"FISHERVILLE 5.7 SSW, CA",GHCND:CA1ON000063,0,0
"FLAT SPRINGS 1 E, NC US",GHCND:USC00313072,0,0
"FLEETWOOD 2.0 ESE, PA US",GHCND:US1PABR0007,0,0
"FLEETWOOD 4.8 ESE, PA US",GHCND:US1PABR0041,0,0
"FLEMINGTON 0.3 E, NJ US",GHCND:US1NJHN0015,0,0
"FLORENCE 1.2 NNE, SC US",GHCND:US1SCFL0025,0,0
"FLORENCE 5.1 W, SC US",GHCND:US1SCFL0006,0,0
"FLORENCE 8.2 NE, SC US",GHCND:US1SCFL0027,0,0
"FORD CITY 4 S DAM, PA US",GHCND:USC00362942,0,0
"FOREST CITY 0.2 SE, PA US",GHCND:US1PASS0006,0,0
"FORTY FORT 0.4 NNE, PA US",GHCND:US1PALZ0024,0,0
"FOSCOE 1.2 WSW, NC US",GHCND:US1NCWT0011,0,0
"FOUNTAIN 0.1 NE, NC US",GHCND:US1NCPT0010,0,0
"FOUNTAIN INN 2 SW, SC US",GHCND:USC00383145,0,0
"FRAMINGHAM 2.0 NNE, MA US",GHCND:US1MAMD0178,0,0
"FRANCONIA 1.3 SSE, VA US",GHCND:US1VAFX0033,0,0
"FRANKLIN 0.5 ESE, VA US",GHCND:US1VAST0017,0,0
"FRANKLIN 2.6 WNW, VA US",GHCND:US1VAST0016,0,0
"FRANKLIN TWP 2.7 W, NJ US",GHCND:US1NJGL0006,0,0
"FRANKLIN TWP 3.8 ENE, NJ US",GHCND:US1NJSM0012,0,0
"FRANKLIN, MA US",GHCND:USC00192997,0,0
"FRANKLINVILLE, NY US",GHCND:USC00303025,0,0
"FREDERICK 2.7 N, MD US",GHCND:US1MDFR0040,0,0
"FREDERICKSBURG 7.5 ESE, VA US",GHCND:US1VASF0005,0,0
"FREDERICTON 4.0 SSE, CA",GHCND:CA1NB000001,0,0
"FREDERICTON 5.1 SSE, CA",GHCND:CA1NB000006,0,0
"FREDONIA 0.8 WNW, NY US",GHCND:US1NYCQ0022,0,0
"FREEVILLE 1 NE, NY US",GHCND:USC00303050,0,0
"FREEVILLE 1.5 NE, NY US",GHCND:US1NYTM0005,0,0
"FREEVILLE 3.7 W, NY US",GHCND:US1NYTM0023,0,0
"FRELINGHUYSEN TWP 1.5 WNW, NJ US",GHCND:US1NJWR0037,0,0
"FRONT ROYAL 3.1 ESE, VA US",GHCND:US1VAWR0002,0,0
"FROST 3 NE, WV US",GHCND:USC00463251,0,0
"FULTON, NY US",GHCND:USC00303087,0,0
"FUQUAY VARINA 1.6 SE, NC US",GHCND:US1NCWK0283,0,0
"FURLONG 0.7 SW, PA US",GHCND:US1PABK0015,0,0
"GALAX WATER PLANT, VA US",GHCND:USC00443272,0,0
"GALLOWAY TWP 2.9 SW, NJ US",GHCND:US1NJAT0046,0,0
"GARNER 0.4 SSE, NC US",GHCND:US1NCWK0373,0,0
"GARNER 3.8 W, NC US",GHCND:US1NCWK0141,0,0
"GARNER 9.6 SSE, NC US",GHCND:US1NCJH0023,0,0
"GASTONIA, NC US",GHCND:USC00313356,0,0
"GATESVILLE 3.7 ENE, NC US",GHCND:US1NCGT0007,0,0
"GATHRIGHT DAM, VA US",GHCND:USC00443310,0,0
"GERRY 0.8 N, NY US",GHCND:US1NYCQ0039,0,0
"GETTYSBURG 2.5 WNW, PA US",GHCND:US1PAAD0072,0,0
"GETTYSBURG 4.9 SW, PA US",GHCND:US1PAAD0012,0,0
"GILMAN, VT US",GHCND:USC00433341,0,0
"GLADYS 0.6 S, VA US",GHCND:US1VACM0003,0,0
"GLASGOW 1 SE, VA US",GHCND:USC00443375,0,0
"GLEN ALLAN, CA",GHCND:CA006142803,0,0
"GLEN HAZEL 2 NE DAM, PA US",GHCND:USC00363311,0,0
"GLENWILLARD DASHIELDS LOCK AND DAM, PA US",GHCND:USC00363343,0,0
"GLENWOOD 1.5 SE, NY US",GHCND:US1NYER0063,0,0
"GLOUCESTER COURTHOUSE 2.1 S, VA US",GHCND:US1VAGC0023,0,0
"GLOUCESTER COURTHOUSE 2.4 ESE, VA US",GHCND:US1VAGC0020,0,0
"GLOUCESTER COURTHOUSE 3.3 SE, VA US",GHCND:US1VAGC0009,0,0
"GLOUCESTER COURTHOUSE 3.8 ENE, VA US",GHCND:US1VAGC0027,0,0
"GLOUCESTER COURTHOUSE 4.2 SSW, VA US",GHCND:US1VAGC0019,0,0
"GLOUCESTER COURTHOUSE 6.6 W, VA US",GHCND:US1VAGC0015,0,0
"GLOUCESTER COURTHOUSE 7.1 NNE, VA US",GHCND:US1VAGC0025,0,0
"GLOUCESTER COURTHOUSE 9.1 N, VA US",GHCND:US1VAGC0026,0,0
"GLOUCESTER COURTHOUSE 9.3 NNW, VA US",GHCND:US1VAGC0011,0,0
"GLOUCESTER POINT 0.6 S, VA US",GHCND:US1VAGC0012,0,0
"GLOUCESTER POINT 2.4 E, VA US",GHCND:US1VAGC0014,0,0
"GLOUCESTER POINT 4.7 NW, VA US",GHCND:US1VAGC0016,0,0
"GLOUCESTER POINT 4.9 E, VA US",GHCND:US1VAGC0018,0,0
"GLOVERSVILLE 7 NW PECK LAKE, NY US",GHCND:USC00303322,0,0
"GODERICH 10.2 S MVCA, CA",GHCND:CA1ON000178,0,0
"GOLDSBORO 4.4 E, NC US",GHCND:US1NCWY0001,0,0
"GOLDSBORO 7.1 WSW, NC US",GHCND:US1NCWY0033,0,0
"GORMAN 7.2 SE, NC US",GHCND:US1NCWK0255,0,0
"GOUVERNEUR 3 NW, NY US",GHCND:USC00303346,0,0
"GRANBY 1.4 NW, VT US",GHCND:US1VTES0001,0,0
"GRAND LAKE STREAM, ME US",GHCND:USC00173261,0,0
"GRANDFATHER MOUNTAIN MUSEUM, NC US",GHCND:USC00313566,0,0
"GRANDY 0.6 E, NC US",GHCND:US1NCCC0015,0,0
"GRANTSBORO 4.6 SSW, NC US",GHCND:US1NCPM0020,0,0
"GRAY, ME US",GHCND:USC00173295,0,0
"GRAYS LANDING, PA US",GHCND:USC00363451,0,0
"GREAT MILLS 4.0 S, MD US",GHCND:US1MDSM0022,0,0
"GREENE 1.4 E, RI US",GHCND:US1RIKN0014,0,0
"GREENE, NY US",GHCND:USC00303444,0,0
"GREENFIELD NUMBER 3, MA US",GHCND:USC00193229,0,0
"GREENLAND, NH US",GHCND:USC00273626,0,0
"GREENSBORO AIRPORT, NC US",GHCND:USW00013723,0,0
"GREENVILLE 0.7 NNW, RI US",GHCND:US1RIPR0033,0,0
"GREENVILLE 1 SE, WV US",GHCND:USC00463671,0,0
"GREENVILLE 2.8 ESE, NC US",GHCND:US1NCPT0035,0,0
"GREENVILLE 4.6 W, NC US",GHCND:US1NCPT0017,0,0
"GREENVILLE 5.0 SE, NC US",GHCND:US1NCPT0088,0,0
"GREENVILLE 5.7 NW, NC US",GHCND:US1NCPT0057,0,0
"GREENVILLE 7.1 SSE, NC US",GHCND:US1NCPT0018,0,0
"GREENWOOD 1.4 N, SC US",GHCND:US1SCGW0023,0,0
"GREENWOOD 8 NE, SC US",GHCND:USC00383758,0,0
"GREER 3.8 SW, SC US",GHCND:US1SCGV0019,0,0
"GRIMSBY MOUNTAIN, CA",GHCND:CA006133055,0,0
"GRISWOLD 0.9 N, CT US",GHCND:US1CTNL0021,0,0
"GRNVL SPART INTERNATIONAL AIRPORT, SC US",GHCND:USW00003870,0,0
"GROTON 0.5 NW, NY US",GHCND:US1NYTM0004,0,0
"GROTON 3.2 SSW, NY US",GHCND:US1NYTM0027,0,0
"GROVELAND 0.5 WSW, MA US",GHCND:US1MAES0004,0,0
"GRUNDY, VA US",GHCND:USC00443640,0,0
"HACKETTSTOWN 0.8 W, NJ US",GHCND:US1NJWR0005,0,0
"HAGERSTOWN 1 E, MD US",GHCND:USC00181790,0,0
"HAGERSVILLE 6.0 ESE, CA",GHCND:CA1ON000719,0,0
"HALIBURTON 3, CA",GHCND:CA006163171,0,0
"HAMBURG 0.7 NNW, PA US",GHCND:US1PABR0025,0,0
"HAMILTON A, CA",GHCND:CA006153193,0,0
"HAMILTON TWP 2.6 NNE, NJ US",GHCND:US1NJMC0065,0,0
"HAMLET 0.6 S, NC US",GHCND:US1NCRC0013,0,0
"HAMMONTON 1 NE, NJ US",GHCND:USC00283662,0,0
"HAMPDEN 2.0 NW, MA US",GHCND:US1MAHD0030,0,0
"HAMPTON 3.4 W, VA US",GHCND:US1VAHMC018,0,0
"HAMPTON 6.3 SW, VA US",GHCND:US1VAHMC021,0,0
"HAMPTON 7.2 W, VA US",GHCND:US1VAHMC004,0,0
"HAMPTON, CT US",GHCND:USC00063420,0,0
"HAMPTONVILLE 1.4 NNW, NC US",GHCND:US1NCYD0005,0,0
"HANNAWA FALLS 0.1 SW, NY US",GHCND:US1NYSL0006,0,0
"HANNIBAL LOCKS AND DAM, OH US",GHCND:USC00333500,0,0
"HANOVER 3.5 WSW, PA US",GHCND:US1PAAD0071,0,0
"HANOVER, NH US",GHCND:USC00273850,0,0
"HANOVERTON 0.4 ENE, OH US",GHCND:US1OHCB0008,0,0
"HANWELL 5.6 NNE, CA",GHCND:CA1NB000119,0,0
"HARDING TWP 2.4 W, NJ US",GHCND:US1NJMS0098,0,0
"HARDWICK 2 ESE, MA US",GHCND:USC00193402,0,0
"HARRELLS 0.7 SE, NC US",GHCND:US1NCSM0024,0,0
"HARRISVILLE 1.2 SSE, RI US",GHCND:US1RIPR0050,0,0
"HARTFIELD 1.5 WNW, VA US",GHCND:US1VAMX0008,0,0
"HARTFIELD 2.9 W, VA US",GHCND:US1VAMX0007,0,0
"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",GHCND:USW00014740,0,0
"HARTFORD, ME US",GHCND:USC00173570,0,0
"HARTSVILLE 1.7 NW, SC US",GHCND:US1SCDR0007,0,0
"HARTSVILLE 1.8 W, SC US",GHCND:US1SCDR0010,0,0
"HARTSVILLE 3.6 W, SC US",GHCND:US1SCDR0047,0,0
"HARTSVILLE 3.6 WSW, SC US",GHCND:US1SCDR0038,0,0
"HARTSVILLE 5.4 WSW, SC US",GHCND:US1SCDR0020,0,0
"HARVEY 3.8 NNW, CA",GHCND:CA1NB000156,0,0
"HAVELOCK 1.9 SSE, NC US",GHCND:US1NCCN0093,0,0
"HAVERHILL 0.7 N, MA US",GHCND:US1MAES0020,0,0
"HEBRON 5.3 NW, CT US",GHCND:US1CTTL0018,0,0
"HENDERSON 2 NNW, NC US",GHCND:USC00313969,0,0
"HENDERSONVILLE 9.6 ENE, NC US",GHCND:US1NCHN0015,0,0
"HERMON 1.2 W, ME US",GHCND:US1MEPN0051,0,0
"HERTFORD 11.4 E, NC US",GHCND:US1NCPR0014,0,0
"HERTFORD 5.2 SSE, NC US",GHCND:US1NCPR0005,0,0
"HERTFORD 6.0 SSE, NC US",GHCND:US1NCPR0015,0,0
"HIDDEN VALLEY, PA US",GHCND:USC00363928,0,0
"HIGGANUM 0.7 N, CT US",GHCND:US1CTMD0023,0,0
"HIGH POINT, NC US",GHCND:USC00314063,0,0
"HIGHLAND 0.2 SW, NY US",GHCND:US1NYUL0029,0,0
"HIGHMARKET 2 W, NY US",GHCND:USC00303851,0,0
"HIGHTSTOWN 2 W, NJ US",GHCND:USC00283951,0,0
"HILLSBOROUGH 1.8 S, NC US",GHCND:US1NCOR0027,0,0
"HILLSBOROUGH 2.8 SSW, NC US",GHCND:US1NCOR0060,0,0
"HILLSBOROUGH 7.4 NW, NC US",GHCND:US1NCOR0006,0,0
"HILLSBOROUGH TWP 3.5 SE, NJ US",GHCND:US1NJSM0065,0,0
"HILLTOWN 1.4 SW, PA US",GHCND:US1PABK0052,0,0
"HINGHAM 0.8 ESE, MA US",GHCND:US1MAPL0036,0,0
"HINGHAM, MA US",GHCND:USC00193624,0,0
"HOLLIS, ME US",GHCND:USC00173862,0,0
"HOLLISTON 0.7 W, MA US",GHCND:US1MAMD0055,0,0
"HOLLISTON 0.8 S, MA US",GHCND:US1MAMD0042,0,0
"HOLLY SPRINGS 1.9 ENE, NC US",GHCND:US1NCWK0369,0,0
"HOOKERTON 0.5 ESE, NC US",GHCND:US1NCGN0010,0,0
"HOPE MILLS 0.6 ESE, NC US",GHCND:US1NCCM0058,0,0
"HOPE MILLS 6.3 SE, NC US",GHCND:US1NCCM0042,0,0
"HOPE MILLS 8.0 SSE, NC US",GHCND:US1NCCM0034,0,0
"HOPEWELL, VA US",GHCND:USC00444101,0,0
"HORNELL ALMOND DAM, NY US",GHCND:USC00303983,0,0
"HOT SPRINGS, VA US",GHCND:USC00444128,0,0
"HOYT 4.2 S, CA",GHCND:CA1NB000098,0,0
"HUBERT 4.9 SE, NC US",GHCND:US1NCON0020,0,0
"HUDDLESTON 4 SW, VA US",GHCND:USC00444148,0,0
"HUDSON 1 SSE, NH US",GHCND:USC00274234,0,0
"HUDSON 1.4 NW, MA US",GHCND:US1MAMD0115,0,0
"HUDSON 2.4 ESE, ME US",GHCND:US1MEPN0058,0,0
"HYANNIS, MA US",GHCND:USC00193821,0,0
"IGOR I SIKORSKY MEMORIAL AIRPORT, CT US",GHCND:USW00094702,0,0
"INDIAN BEACH 0.0 W, NC US",GHCND:US1NCCR0072,0,0
"INDIAN LAKE 2 SW, NY US",GHCND:USC00304102,0,0
"INMAN 2.9 W, SC US",GHCND:US1SCSP0100,0,0
"IRMO 1.5 NW, SC US",GHCND:US1SCRC0040,0,0
"IRMO 3.2 NE, SC US",GHCND:US1SCRC0088,0,0
"IRMO 4.2 NNW, SC US",GHCND:US1SCRC0005,0,0
"ISLIP LI MACARTHUR AIRPORT, NY US",GHCND:USW00004781,0,0
"ISLIP TERRACE 0.5 W, NY US",GHCND:US1NYSF0074,0,0
"ISLIP TERRACE 1.1 NNE, NY US",GHCND:US1NYSF0110,0,0
"ITHACA CORNELL UNIVERSITY, NY US",GHCND:USC00304174,0,0
"IVOR 1.0 SW, VA US",GHCND:US1VAST0005,0,0
"JACKMAN, ME US",GHCND:USC00174086,0,0
"JACKSONVILLE 1.0 SW, MD US",GHCND:US1MDBL0015,0,0
"JACKSONVILLE 3.3 W, NC US",GHCND:US1NCON0123,0,0
"JAFFREY SILVER RANCH AIRPARK, NH US",GHCND:USC00274304,0,0
"JAMAICA PLAIN, MA US",GHCND:USC00193890,0,0
"JAMES CITY 2.0 S, NC US",GHCND:US1NCCN0034,0,0
"JAMESTOWN 0.3 SSE, RI US",GHCND:US1RINW0018,0,0
"JAMESTOWN 4 ENE, NY US",GHCND:USC00304207,0,0
"JAMESVILLE 6.1 SW, NC US",GHCND:US1NCMT0007,0,0
"JEFFERSON 1.7 NW, PA US",GHCND:US1PAAL0043,0,0
"JEFFERSON 2 E, NC US",GHCND:USC00314496,0,0
"JEFFERSON TWP 4.4 SW, NJ US",GHCND:US1NJMS0094,0,0
"JEWETT CITY 3.0 ESE, CT US",GHCND:US1CTNL0057,0,0
"JFK INTERNATIONAL AIRPORT, NY US",GHCND:USW00094789,0,0
"KANE 1 NNE, PA US",GHCND:USC00364432,0,0
"KEENE 1.3 SW, NH US",GHCND:US1NHCH0027,0,0
"KEENE 2.0 SE, NH US",GHCND:US1NHCH0021,0,0
"KEENE, NH US",GHCND:USC00274399,0,0
"KENANSVILLE 1.1 SW, NC US",GHCND:US1NCDP0036,0,0
"KENMORE 0.3 ESE, NY US",GHCND:US1NYER0059,0,0
"KENMORE 0.8 NW, NY US",GHCND:US1NYER0057,0,0
"KESWICK RIDGE 2.3 SSE, CA",GHCND:CA1NB000008,0,0
"KESWICK RIDGE 2.5 NW, CA",GHCND:CA1NB000081,0,0
"KEYSER 2 SSW, WV US",GHCND:USC00464840,0,0
"KILLINGWORTH 2.6 ESE, CT US",GHCND:US1CTMD0021,0,0
"KILMARNOCK 2.5 NW, VA US",GHCND:US1VALN0002,0,0
"KILSYTH 4.4 NW, CA",GHCND:CA1ON000894,0,0
"KINCARDINE 0.7 SSW, CA",GHCND:CA1ON000689,0,0
"KING, NC US",GHCND:USC00314675,0,0
"KINGSTON 2.4 SW, RI US",GHCND:US1RIWS0037,0,0
"KINGSTON 7.5 NNE, RI US",GHCND:US1RIWS0031,0,0
"KINSTON 1.2 NW, NC US",GHCND:US1NCLR0030,0,0
"KINSTON 3.7 WNW, NC US",GHCND:US1NCLR0004,0,0
"KINSTON 4.7 ESE, NC US",GHCND:US1NCLR0007,0,0
"KINSTON 5.1 WNW, NC US",GHCND:US1NCLR0010,0,0
"KINSTON 7.0 SW, NC US",GHCND:US1NCLR0022,0,0
"KITCHENER 4.5 E, CA",GHCND:CA1ON000593,0,0
"KITTERY POINT 0.8 WSW, ME US",GHCND:US1MEYK0002,0,0
"KNIGHTDALE 4.7 SSE, NC US",GHCND:US1NCWK0149,0,0
"KOMOKA 3.1 W, CA",GHCND:CA1ON000784,0,0
"LAGRANGEVILLE 3.4 NE, NY US",GHCND:US1NYDT0012,0,0
"LAGUARDIA AIRPORT, NY US",GHCND:USW00014732,0,0
"LAKE LURE 2, NC US",GHCND:USC00314764,0,0
"LAKE LUZERNE, NY US",GHCND:USC00304537,0,0
"LAKE PLACID 2 S, NY US",GHCND:USC00304555,0,0
"LAKE PLEASANT 2.3 WSW, NY US",GHCND:US1NYHM0010,0,0
"LAKE VIEW 1 NE, NY US",GHCND:USC00304564,0,0
"LAKEPORT 2, NH US",GHCND:USC00274480,0,0
"LAKESIDE, NY US",GHCND:USC00304565,0,0
"LANCASTER 2 NE FILT PLANT, PA US",GHCND:USC00364763,0,0
"LANCASTER 2.9 NE, NY US",GHCND:US1NYER0159,0,0
"LANCASTER 5.8 WNW, PA US",GHCND:US1PALN0007,0,0
"LANGHORNE 3.4 NNE, PA US",GHCND:US1PABK0035,0,0
"LANSDALE 2.9 SW, PA US",GHCND:US1PAMT0094,0,0
"LAPORTE, PA US",GHCND:USC00364815,0,0
"LAUGHLINTOWN 1 SW, PA US",GHCND:USC00364833,0,0
"LAUREL SUMMIT, PA US",GHCND:USC00364839,0,0
"LAURENS 1.1 SSW, SC US",GHCND:US1SCLR0016,0,0
"LAURENS 1.3 SW, SC US",GHCND:US1SCLR0033,0,0
"LAURINBURG 4.3 SSE, NC US",GHCND:US1NCSC0009,0,0
"LAURINBURG, NC US",GHCND:USC00314860,0,0
"LAWRENCE TWP 1.8 SSW, NJ US",GHCND:US1NJMC0009,0,0
"LE ROY 1 E, NY US",GHCND:USC00304684,0,0
"LEBANON 3.1 SSE, PA US",GHCND:US1PALB0021,0,0
"LEICESTER 2.4 ESE, MA US",GHCND:US1MAWR0043,0,0
"LEICESTER 2.5 WSW, MA US",GHCND:US1MAWR0088,0,0
"LENOIR, NC US",GHCND:USC00314938,0,0
"LEONARDTOWN 0.6 NE, MD US",GHCND:US1MDSM0003,0,0
"LEWISBURG 3 N, WV US",GHCND:USC00465224,0,0
"LEWISBURG, PA US",GHCND:USC00364976,0,0
"LEWISTOWN, PA US",GHCND:USC00364992,0,0
"LEXINGTON, VA US",GHCND:USC00444876,0,0
"LILLINGTON 2.0 W, NC US",GHCND:US1NCHR0007,0,0
"LINCOLN SANITARY DISTRICT WTP, ME US",GHCND:USC00174683,0,0
"LINCOLN WATER DISTRICT, ME US",GHCND:USC00174681,0,0
"LINCOLNTON 4.4 WSW, NC US",GHCND:US1NCLN0004,0,0
"LINCOLNVILLE 1.9 ESE, ME US",GHCND:US1MEWL0025,0,0
"LINDEN 4.2 S, NC US",GHCND:US1NCCM0056,0,0
"LINWOOD 0.7 SSW, NJ US",GHCND:US1NJAT0009,0,0
"LITTLE COMPTON 0.6 E, RI US",GHCND:US1RINW0007,0,0
"LITTLE FALLS TWP 0.5 WNW, NJ US",GHCND:US1NJPS0012,0,0
"LITTLE MOUNTAIN, SC US",GHCND:USC00385200,0,0
"LITTLE VALLEY, NY US",GHCND:USC00304808,0,0
"LITTLETON 2.8 NNW, MA US",GHCND:US1MAMD0104,0,0
"LOCK HAVEN SEWAGE PLANT, PA US",GHCND:USC00365109,0,0
"LOCKPORT 4 E, NY US",GHCND:USC00304844,0,0
"LOCUST HILL 1.1 ENE, VA US",GHCND:US1VAMX0004,0,0
"LOGAN, WV US",GHCND:USC00465353,0,0
"LONDON 2.6 SE, CA",GHCND:CA1ON000886,0,0
"LONG BEACH TWP 1.4 SSE, NJ US",GHCND:US1NJOC0094,0,0
"LONG BRANCH 0.5 W, NJ US",GHCND:US1NJMN0048,0,0
"LONG BRANCH OAKHURST, NJ US",GHCND:USC00284987,0,0
"LONG HILL TWP 1.8 WSW, NJ US",GHCND:US1NJMS0019,0,0
"LONGTOWN, SC US",GHCND:USC00385290,0,0
"LOUISBURG 10.6 SSE, NC US",GHCND:US1NCFK0020,0,0
"LOWER WEST PUBNICO 0.3 NE, CA",GHCND:CA1NS000069,0,0
"LOWVILLE, NY US",GHCND:USC00304912,0,0
"LUCKNOW 1.5 NNE MVCA, CA",GHCND:CA1ON000203,0,0
"LUGOFF 0.9 NW, SC US",GHCND:US1SCKR0029,0,0
"LUMBERTON 2.3 NE, NC US",GHCND:US1NCRB0009,0,0
"LUMBERTON, NC US",GHCND:USC00315177,0,0
"LUNENBURG 2.3 NNW, VT US",GHCND:US1VTES0003,0,0
"LURAY 5 E, VA US",GHCND:USC00445096,0,0
"LYMAN 1.2 NW, SC US",GHCND:US1SCSP0116,0,0
"LYMAN 5.3 WNW, SC US",GHCND:US1SCSP0023,0,0
"MACEDON 2.6 ESE, NY US",GHCND:US1NYWN0018,0,0
"MACTAQUAC PROV PARK, CA",GHCND:CA008102536,0,0
"MADISON 0.8 WSW, NJ US",GHCND:US1NJMS0059,0,0
"MALONE, NY US",GHCND:USC00304996,0,0
"MANCHESTER 0.4 ENE, CT US",GHCND:US1CTHR0100,0,0
"MANCHESTER 0.5 NE, ME US",GHCND:US1MEKB0055,0,0
"MANCHESTER 0.6 S, NH US",GHCND:US1NHHL0096,0,0
"MANCHESTER AIRPORT, NH US",GHCND:USW00014710,0,0
"MANHASSET HILLS 0.2 NNE, NY US",GHCND:US1NYNS0066,0,0
"MANSFIELD 2.4 ENE, MA US",GHCND:US1MABR0061,0,0
"MANTEO 2.8 NW, NC US",GHCND:US1NCDR0062,0,0
"MARGATE, NJ US",GHCND:USC00285243,0,0
"MARIENVILLE 5.3 W, PA US",GHCND:US1PAFR0002,0,0
"MARTINSVILLE FILTER PLANT, VA US",GHCND:USC00445300,0,0
"MASHPEE 2.4 WSW, MA US",GHCND:US1MABA0047,0,0
"MASHPEE 2.5 W, MA US",GHCND:US1MABA0083,0,0
"MASHPEE 3.2 WSW, MA US",GHCND:US1MABA0092,0,0
"MASSEY, CA",GHCND:CA006065006,0,0
"MATTAPONI 2.6 NNW, VA US",GHCND:US1VAKQ0001,0,0
"MAURICE RIVER TWP 5.3 S, NJ US",GHCND:US1NJCD0017,0,0
"MAYNARD 0.7 ESE, MA US",GHCND:US1MAMD0051,0,0
"MAYS LANDING 1 W, NJ US",GHCND:USC00285346,0,0
"MAYVILLE 0.2 ESE, NY US",GHCND:US1NYCQ0041,0,0
"MCLEOD HILL 0.4 SSW, CA",GHCND:CA1NB000136,0,0
"MCLEOD HILL 1.1 ENE, CA",GHCND:CA1NB000018,0,0
"MEADOWS OF DAN 5 SW, VA US",GHCND:USC00445453,0,0
"MEDFORD 1.2 W, MA US",GHCND:US1MAMD0044,0,0
"MEDINA, NY US",GHCND:USC00305236,0,0
"MEDWAY 2.1 W, MA US",GHCND:US1MANF0064,0,0
"MELROSE 0.5 NE, MA US",GHCND:US1MAMD0126,0,0
"MERRITT 1.5 WSW, NC US",GHCND:US1NCPM0003,0,0
"MERRY HILL 3.2 N, NC US",GHCND:US1NCBT0037,0,0
"MEXICO 2 SW, NY US",GHCND:USC00305280,0,0
