STATION,STATION ID,IMPERIAL,METRIC
"MIDDLEBOURNE 3 ESE, WV US",GHCND:USC00465963,0,0
"MIDDLEFIELD 0.6 NE, OH US",GHCND:US1OHGG0007,0,0
"MIDDLESEX 3.5 S, NY US",GHCND:US1NYYT0008,0,0
"MIDDLESEX 5.5 SSW, NC US",GHCND:US1NCJH0022,0,0
"MIDDLETON 1.4 SSW, MA US",GHCND:US1MAES0058,0,0
"MIDDLETON, MA US",GHCND:USC00194744,0,0
"MIDDLETOWN 0.9 SSE, DE US",GHCND:US1DENC0004,0,0
"MIDDLETOWN 1.4 ENE, DE US",GHCND:US1DENC0071,0,0
"MIDDLETOWN 4.1 NNW, DE US",GHCND:US1DENC0028,0,0
"MIDDLETOWN 5.2 ENE, DE US",GHCND:US1DENC0035,0,0
"MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT, PA US",GHCND:USW00014711,0,0
"MIDLOTHIAN 4.7 SSW, VA US",GHCND:US1VACS0026,0,0
"MILFORD 0.8 SSW, ME US",GHCND:US1MEPN0047,0,0
"MILFORD 8.7 NW, PA US",GHCND:US1PAPK0022,0,0
"MILFORD, MA US",GHCND:USC00194760,0,0
"MILL GAP, VA US",GHCND:USC00445595,0,0
"MILLERS 4 NE, MD US",GHCND:USC00185934,0,0
"MILLINOCKET WASTEWATER, ME US",GHCND:USC00175305,0,0
"MILLIS 2.0 SW, MA US",GHCND:US1MANF0011,0,0
"MILVERTON 1.1 ESE CANWARN, CA",GHCND:CA1ON000491,0,0
"MINERAL CITY 7.2 SE, OH US",GHCND:US1OHTS0019,0,0
"MINETTO 0.1 SE, NY US",GHCND:US1NYOS0015,0,0
"MISSISSAUGA 6.4 SSE CANWARN, CA",GHCND:CA1ON000646,0,0
"MOHNTON 2.8 SSW, PA US",GHCND:US1PABR0016,0,0
"MONETA 4.8 S, VA US",GHCND:US1VABD0003,0,0
"MONROE 2 SE, NC US",GHCND:USC00315771,0,0
"MONTDALE 0.8 SE, PA US",GHCND:US1PALC0011,0,0
"MONTEBELLO FISH CULTURAL STATION, VA US",GHCND:USC00445690,0,0
"MONTGOMERY LOCK AND DAM, PA US",GHCND:USC00365902,0,0
"MONTGOMERY VILLAGE 1.1 ENE, MD US",GHCND:US1MDMG0138,0,0
"MONTREAL INTERNATIONAL A, CA",GHCND:CA007025251,0,0
"MOON TOWNSHIP, PA US",GHCND:USC00365918,0,0
"MOORE 4.9 NW, SC US",GHCND:US1SCSP0010,0,0
"MOOREFIELD 3.7 SSE, WV US",GHCND:US1WVHY0003,0,0
"MOOSEHEAD, ME US",GHCND:USC00175460,0,0
"MOOSUP 1.7 NE, CT US",GHCND:US1CTWN0008,0,0
"MOREHEAD CITY 0.1 E, NC US",GHCND:US1NCCR0029,0,0
"MOREHEAD CITY 0.6 NW, NC US",GHCND:US1NCCR0012,0,0
"MOREHEAD CITY 2.9 WNW, NC US",GHCND:US1NCCR0003,0,0
"MOREHEAD CITY 5.7 W, NC US",GHCND:US1NCCR0104,0,0
"MOREHEAD CITY 6.0 WNW, NC US",GHCND:US1NCCR0016,0,0
"MORGANTOWN 5.9 SW, WV US",GHCND:US1WVMG0016,0,0
"MORRISTON 2.0 S, CA",GHCND:CA1ON000199,0,0
"MORRISVILLE 1.5 SSW, NC US",GHCND:US1NCWK0185,0,0
"MOUNT AIRY 2 W, NC US",GHCND:USC00315890,0,0
"MOUNT LAUREL TWP 2.2 E, NJ US",GHCND:US1NJBT0086,0,0
"MOUNT LAUREL TWP 2.5 ENE, NJ US",GHCND:US1NJBT0004,0,0
"MOUNT MORRIS 2 W, NY US",GHCND:USC00305597,0,0
"MOUNT NEBO 1 S, WV US",GHCND:USC00466284,0,0
"MOUNT OLIVE 2.4 SW, NC US",GHCND:US1NCDP0003,0,0
"MOUNT OLIVE TWP 1.6 NNW, NJ US",GHCND:US1NJMS0111,0,0
"MOUNT PLEASANT 1.4 WSW, OH US",GHCND:US1OHJF0009,0,0
"MOUNT POCONO 0.7 N, PA US",GHCND:US1PAMN0016,0,0
"MOUNT SINAI, NY US",GHCND:USC00305606,0,0
"MYSTIC 0.9 W, CT US",GHCND:US1CTNL0019,0,0
"MYSTIC 3.4 NW, CT US",GHCND:US1CTNL0046,0,0
"NANTUCKET 5.9 ESE, MA US",GHCND:US1MANT0009,0,0
"NARRAGANSETT 2.9 N, RI US",GHCND:US1RIWS0066,0,0
"NASHUA CWSU, NH US",GHCND:USC00275703,0,0
"NASHVILLE 3.2 W, NC US",GHCND:US1NCNS0002,0,0
"NASSAWADOX 4.6 SW, VA US",GHCND:US1VANH0004,0,0
"NATRONA LOCK 4, PA US",GHCND:USC00366151,0,0
"NAUGATUCK 1.7 NNE, CT US",GHCND:US1CTNH0045,0,0
"NAUGHTON 5.1 WSW NDCA, CA",GHCND:CA1ON000792,0,0
"NESHAMINY FALLS, PA US",GHCND:USC00366194,0,0
"NEW BERN 1.3 NNE, NC US",GHCND:US1NCCN0009,0,0
"NEW BERN 1.4 WSW, NC US",GHCND:US1NCCN0022,0,0
"NEW BERN 2.6 SW, NC US",GHCND:US1NCCN0074,0,0
"NEW BERN 3.8 S, NC US",GHCND:US1NCCN0094,0,0
"NEW BERN 4.2 S, NC US",GHCND:US1NCCN0048,0,0
"NEW BERN 5.2 SE, NC US",GHCND:US1NCCN0063,0,0
"NEW BERN 8.8 W, NC US",GHCND:US1NCCN0031,0,0
"NEW BERN ASOS, NC US",GHCND:USW00093719,0,0
"NEW BRUNSWICK 3 SE, NJ US",GHCND:USC00286055,0,0
"NEW CANAAN 1.9 ENE, CT US",GHCND:US1CTFR0003,0,0
"NEW CASTLE, VA US",GHCND:USC00446012,0,0
"NEW CUMBERLAND L D, OH US",GHCND:USC00466442,0,0
"NEW FLORENCE 0.2 ESE, PA US",GHCND:US1PAWT0018,0,0
"NEW HAMPTON 4.1 N, NH US",GHCND:US1NHBK0018,0,0
"NEW HARTFORD 0.8 S, NY US",GHCND:US1NYOD0019,0,0
"NEW HAVEN 2.9 NNW, CT US",GHCND:US1CTNH0057,0,0
"NEW HOLLAND 2 SE, PA US",GHCND:USC00366238,0,0
"NEW LONDON 0.8 S, NH US",GHCND:US1NHMR0070,0,0
"NEW LONDON 1.0 NNW, CT US",GHCND:US1CTNL0006,0,0
"NEW MARKET 1.7 NW, MD US",GHCND:US1MDFR0041,0,0
"NEW MARTINSVILLE 6.5 E, WV US",GHCND:US1WVWT0001,0,0
"NEW MARYLAND 0.6 NW, CA",GHCND:CA1NB000097,0,0
"NEW MILFORD 1.6 SSE, PA US",GHCND:US1PASS0016,0,0
"NEW MILFORD 5.3 SSW, CT US",GHCND:US1CTLT0022,0,0
"NEW MORGAN 1.8 WNW, PA US",GHCND:US1PABR0035,0,0
"NEW PROVIDENCE 0.8 ESE, NJ US",GHCND:US1NJUN0010,0,0
"NEW SHARON, ME US",GHCND:USC00175736,0,0
"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",GHCND:USW00014734,0,0
"NEWBERRY 2.9 S, SC US",GHCND:US1SCNW0018,0,0
"NEWBURYPORT 0.6 N, MA US",GHCND:US1MAES0070,0,0
"NEWCASTLE 2.1 SW, ME US",GHCND:US1MELN0001,0,0
"NEWCOMB, NY US",GHCND:USC00305714,0,0
"NEWFANE, NY US",GHCND:USC00305715,0,0
"NEWINGTON 1.9 SSW, CT US",GHCND:US1CTHR0065,0,0
"NEWPORT 1.0 N, NC US",GHCND:US1NCCR0074,0,0
"NEWPORT 1.0 WNW, DE US",GHCND:US1DENC0074,0,0
"NEWPORT 1.7 SSE, NC US",GHCND:US1NCCR0053,0,0
"NEWPORT 10.3 SW, NC US",GHCND:US1NCCR0134,0,0
"NEWPORT 2.5 W, NC US",GHCND:US1NCCR0033,0,0
"NEWPORT MOREHEAD CITY WEATHER FORECAST OFFICE, NC US",GHCND:USC00316096,0,0
"NEWPORT NEWS 1.8 SE, VA US",GHCND:US1VANNC022,0,0
"NEWPORT NEWS 2.5 ESE, VA US",GHCND:US1VANNC012,0,0
"NEWPORT NEWS 3.3 E, VA US",GHCND:US1VANNC004,0,0
"NEWPORT NEWS 5.8 N, VA US",GHCND:US1VANNC024,0,0
"NEWPORT NEWS 5.8 NE, VA US",GHCND:US1VAYR0001,0,0
"NEWPORT, OH US",GHCND:USC00335939,0,0
"NEWPORT, VT US",GHCND:USC00435542,0,0
"NEWTON 2.9 SE, NC US",GHCND:US1NCCT0039,0,0
"NEWTON FALLS 0.6 N, OH US",GHCND:US1OHTR0004,0,0
"NEWTON GROVE 2.6 SSE, NC US",GHCND:US1NCSM0023,0,0
"NIAGARA FALLS, NY US",GHCND:USC00305840,0,0
"NIANTIC 1.1 SW, CT US",GHCND:US1CTNL0032,0,0
"NORA 4 SSE, VA US",GHCND:USC00446125,0,0
"NORFOLK 2 SW, CT US",GHCND:USC00065445,0,0
"NORFOLK 5.0 SSW, VA US",GHCND:US1VANRC003,0,0
"NORFOLK INTERNATIONAL AIRPORT, VA US",GHCND:USW00013737,0,0
"NORMAN 0.4 SSE, NC US",GHCND:US1NCRC0008,0,0
"NORRISVILLE 0.6 WSW, MD US",GHCND:US1MDHR0023,0,0
"NORTH BERWICK 5.3 W, ME US",GHCND:US1MEYK0065,0,0
"NORTH BRUNSWICK TWP 1.5 W, NJ US",GHCND:US1NJMD0002,0,0
"NORTH CONWAY 1.4 SSW, NH US",GHCND:US1NHCR0011,0,0
"NORTH CREEK 5 SE, NY US",GHCND:USC00305925,0,0
"NORTH EAST 1.2 WNW, PA US",GHCND:US1PAER0005,0,0
"NORTH GRANBY 1.3 ENE, CT US",GHCND:US1CTHR0008,0,0
"NORTH RIDGEVILLE 2.5 NE, OH US",GHCND:US1OHLR0025,0,0
"NORTH SMITHFIELD 0.6 S, RI US",GHCND:US1RIPR0051,0,0
"NORTH SMITHFIELD 0.7 SE, RI US",GHCND:US1RIPR0028,0,0
"NORTH TONAWANDA 1.0 NNE, NY US",GHCND:US1NYNG0002,0,0
"NORTH TONAWANDA, NY US",GHCND:USC00306047,0,0
"NORTH WILKESBORO, NC US",GHCND:USC00316256,0,0
"NORTH, VA US",GHCND:USC00446161,0,0
"NORTHBOROUGH 0.6 SSE, MA US",GHCND:US1MAWR0018,0,0
"NORTHBOROUGH 2.3 N, MA US",GHCND:US1MAWR0042,0,0
"NORTHBRIDGE 1.7 WNW, MA US",GHCND:US1MAWR0069,0,0
"NORTHFIELD 1.2 NNE, VT US",GHCND:US1VTWS0037,0,0
"NORTHFIELD 2.8 E, NH US",GHCND:US1NHMR0045,0,0
"NORTHFORD 0.8 SW, CT US",GHCND:US1CTNH0072,0,0
"NORTHPORT 1.6 NNE, NY US",GHCND:US1NYSF0016,0,0
"NORTHUMBERLAND, NH US",GHCND:USC00276365,0,0
"NORTHVILLE, NY US",GHCND:USC00306062,0,0
"NORTON WEST, MA US",GHCND:USC00195984,0,0
"NORWALK 1.4 ENE, CT US",GHCND:US1CTFR0066,0,0
"NORWICH 2.5 NNE, CT US",GHCND:US1CTNL0010,0,0
"NORWICH PUBLIC UTILITY PLANT, CT US",GHCND:USC00065910,0,0
"NORWOOD 1.3 NW, MA US",GHCND:US1MANF0001,0,0
"NOTRE DAME DES BOIS 0.2 SW, CA",GHCND:CA1QC000059,0,0
"NOTTINGHAM 1.2 S, NH US",GHCND:US1NHRC0079,0,0
"NWS ALBANY, NY US",GHCND:US1NYAB0021,0,0
"NWS BOSTON NORTON, MA US",GHCND:USC00198368,0,0
"NY CITY CENTRAL PARK, NY US",GHCND:USW00094728,0,0
"O DONNELLS 0.2 N, CA",GHCND:CA1NB000034,0,0
"OAK POINT 0.9 SSW, CA",GHCND:CA1NB000005,0,0
OAK POINT NB,GHCND:CA008103780,0,0
"OAKDALE 2.6 WNW, CT US",GHCND:US1CTNL0005,0,0
"OAKLAND 1 SE, MD US",GHCND:USC00186620,0,0
"OAKVILLE TWN, CA",GHCND:CA006155750,0,0
"OBERLIN 0.9 NNE, OH US",GHCND:US1OHLR0024,0,0
"OBERLIN, OH US",GHCND:USC00336196,0,0
"OCEAN CITY 1.6 SW, NJ US",GHCND:US1NJCM0038,0,0
"OCEANA 2 SE, WV US",GHCND:USC00466600,0,0
"OCRACOKE, NC US",GHCND:USC00316349,0,0
"OLD BRIDGE TWP 5.1 NE, NJ US",GHCND:US1NJMD0062,0,0
"OLD FORT 4 NE, NC US",GHCND:USC00316380,0,0
"OLEAN, NY US",GHCND:USC00306196,0,0
"OLMSTEDVILLE 4.6 NNE, NY US",GHCND:US1NYES0006,0,0
"OMPAH SEITZ, CA",GHCND:CA006105762,0,0
"ONEIDA 0.4 NW, NY US",GHCND:US1NYMD0022,0,0
"ORIENTAL 1.9 WSW, NC US",GHCND:US1NCPM0029,0,0
"ORIENTAL 4.3 NNW, NC US",GHCND:US1NCPM0010,0,0
"ORIENTAL 5.2 NE, NC US",GHCND:US1NCPM0012,0,0
"ORILLIA BRAIN, CA",GHCND:CA006115811,0,0
"ORLEANS 1.1 E, MA US",GHCND:US1MABA0012,0,0
"ORLEANS 1.8 S, MA US",GHCND:US1MABA0042,0,0
"ORLEANS 3.0 S, MA US",GHCND:US1MABA0051,0,0
"ORONO 0.9 NE, ME US",GHCND:US1MEPN0043,0,0
"ORONO 1.1 SSW, ME US",GHCND:US1MEPN0055,0,0
"OSHAWA WPCP, CA",GHCND:CA006155878,0,0
"OSWEGO, NY US",GHCND:USC00306314,0,0
"OTISFIELD, ME US",GHCND:USC00176484,0,0
"OTTAWA INTERNATIONAL, CA",GHCND:CA006106001,0,0
"OWEN SOUND 1.2 N GSCA, CA",GHCND:CA1ON000451,0,0
"OWEN SOUND 1.5 NW GSCA, CA",GHCND:CA1ON000005,0,0
"OWEN SOUND 6.1 NNW GSCA, CA",GHCND:CA1ON000482,0,0
"PAKENHAM 7.8 NNW, CA",GHCND:CA1ON000208,0,0
"PALMYRA 1.6 NW, NY US",GHCND:US1NYWN0006,0,0
"PALMYRA 3.5 NW, ME US",GHCND:US1MESM0003,0,0
"PANTEGO 0.4 WSW, NC US",GHCND:US1NCBF0037,0,0
"PARKWOOD 2.5 W, NC US",GHCND:US1NCDH0052,0,0
"PARMA 1.8 SE, OH US",GHCND:US1OHCY0016,0,0
"PARMA 1.9 NNW, OH US",GHCND:US1OHCY0024,0,0
"PAVILION 2, NY US",GHCND:USC00306465,0,0
"PAWCATUCK 1.8 SSE, CT US",GHCND:US1CTNL0040,0,0
"PEDLAR DAM, VA US",GHCND:USC00446593,0,0
"PENDLETON 1 NE, NY US",GHCND:USC00306480,0,0
"PENNFIELD RIDGE 2.7 SSW, CA",GHCND:CA1NB000104,0,0
"PENNSAUKEN 1 N, NJ US",GHCND:USC00286864,0,0
"PERKASIE 0.8 NE, PA US",GHCND:US1PABK0039,0,0
"PERRY 3.8 NNW, ME US",GHCND:US1MEWS0034,0,0
"PERRYSBURG, NY US",GHCND:USC00306525,0,0
"PERRYTOWN, NC US",GHCND:USC00316676,0,0
"PETAWAWA HOFFMAN, CA",GHCND:CA00610FC98,0,0
"PHILADELPHIA FRANKLIN INSTITUTE, PA US",GHCND:USC00366886,0,0
"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",GHCND:USW00013739,0,0
"PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US",GHCND:USC00286964,0,0
"PHILLIPS 3, ME US",GHCND:USC00176706,0,0
"PIEDMONT RESEARCH STATION, VA US",GHCND:USC00446712,0,0
"PIKE ISLAND LOCK AND DAM, WV US",GHCND:USC00467018,0,0
"PINE BEACH 0.4 NW, NJ US",GHCND:US1NJOC0090,0,0
"PINE KNOLL SHORES 0.3 NE, NC US",GHCND:US1NCCR0075,0,0
"PINE KNOLL SHORES 1.4 E, NC US",GHCND:US1NCCR0073,0,0
"PINEHURST 4.6 NNE, NC US",GHCND:US1NCMR0044,0,0
"PINK HILL 2.5 NE, NC US",GHCND:US1NCLR0031,0,0
"PINKHAM NOTCH, NH US",GHCND:USC00276818,0,0
"PITTSBORO 10.7 NW, NC US",GHCND:US1NCCH0063,0,0
"PITTSBORO 5.4 NNW, NC US",GHCND:US1NCCH0044,0,0
"PITTSBORO 7.3 NE, NC US",GHCND:US1NCCH0061,0,0
"PITTSBORO 8.2 N, NC US",GHCND:US1NCCH0035,0,0
"PITTSBORO 8.8 NNE, NC US",GHCND:US1NCCH0064,0,0
"PITTSBURGH 3.6 NNW, PA US",GHCND:US1PAAL0074,0,0
"PITTSBURGH ASOS, PA US",GHCND:USW00094823,0,0
"PLAINFIELD 2.2 SW, MA US",GHCND:US1MAHS0007,0,0
"PLATTSBURGH 1 S, NY US",GHCND:USC00306660,0,0
"PLEASANT GAP 0.7 NW, PA US",GHCND:US1PACN0033,0,0
